,Selling_Price,Present_Price,Kms_Driven,Owner,year_diff,Fuel_Type_Diesel,Fuel_Type_Petrol,Seller_Type_Individual,Transmission_Manual
106,1.35,1.2383742310432684,9.711115659888671,1,6,0,1,1,1
107,1.25,0.4054651081081644,9.615805480084347,0,7,0,1,1,1
108,1.2,0.4054651081081644,9.798127036878302,0,4,0,1,1,1
109,1.2,0.3852624007906449,9.305650551780507,0,3,0,1,1,1
110,1.2,0.5766133643039938,8.699514748210191,0,4,0,1,1,1
111,1.15,0.4054651081081644,9.071078304642676,0,4,0,1,1,1
112,1.15,0.8754687373538999,8.85366542803745,0,6,0,1,1,1
113,1.15,0.3364722366212129,10.46310334047155,0,4,0,1,1,1
114,1.15,0.3852624007906449,9.740968623038354,0,5,0,1,1,1
115,1.11,0.3852624007906449,9.769956159911606,0,5,0,1,1,1
116,1.1,0.3852624007906449,10.404262840448617,0,7,0,1,1,1
117,1.1,0.6418538861723947,9.546812608597396,0,5,0,1,1,1
118,1.1,0.3852624007906449,10.165851817003619,0,5,0,1,1,1
119,1.05,0.6418538861723947,8.594154232552366,0,7,0,1,1,1
120,1.05,0.23111172096338664,8.648221453822641,0,4,0,1,1,1
121,1.05,0.4054651081081644,8.83927669058535,0,9,0,1,1,1
122,1.05,0.1570037488096647,8.699514748210191,0,4,0,1,1,1
123,1.0,0.3852624007906449,10.747207591575448,0,7,0,1,1,1
124,0.95,0.5596157879354227,9.350102314351341,0,8,0,1,1,1
125,0.9,0.5596157879354227,10.596634733096073,0,11,0,1,1,1
126,0.9,-0.05129329438755058,7.170119543449628,0,3,0,1,1,1
127,0.75,-0.2231435513142097,8.85366542803745,0,4,0,1,1,1
128,0.8,-0.13926206733350766,8.006367567650246,0,3,0,1,1,1
129,0.78,-0.1743533871447778,8.517193191416238,0,3,0,1,1,1
130,0.75,-0.13926206733350766,9.305650551780507,0,3,0,1,1,1
131,0.75,-0.19845093872383832,9.798127036878302,0,5,0,1,1,1
132,0.75,-0.05129329438755058,8.160518247477505,0,3,0,1,1,1
133,0.72,-0.05129329438755058,6.214608098422191,0,4,0,1,1,1
134,0.65,-0.21072103131565253,9.375854810453756,0,3,0,1,1,1
135,0.65,-0.3011050927839216,8.517193191416238,0,5,0,1,1,1
136,0.65,0.1823215567939546,10.06475570013225,0,6,0,1,1,1
137,0.65,-0.2395270305647338,9.680344001221918,0,7,0,1,1,1
138,0.6,-0.13926206733350766,9.615805480084347,0,4,0,1,1,1
139,0.6,-0.05129329438755058,9.717157974344635,0,5,0,1,1,1
140,0.6,0.1823215567939546,10.373491181781864,0,7,0,1,1,1
141,0.6,-0.2231435513142097,9.903487552536127,0,4,0,1,1,1
142,0.6,-0.1743533871447778,10.275051108968611,0,5,0,1,1,1
143,0.6,-0.1743533871447778,10.126631103850338,0,4,0,1,1,1
144,0.6,-0.01005033585350145,10.126631103850338,0,6,0,1,1,1
145,0.6,-0.21072103131565253,9.852194258148577,0,8,0,1,1,1
146,0.55,-0.2395270305647338,9.615805480084347,0,6,0,1,1,1
147,0.55,-0.1743533871447778,10.968198289528557,0,5,0,1,1,1
148,0.52,-0.06187540371808753,10.714417768752456,0,10,0,1,1,1
149,0.51,-0.06187540371808753,10.085809109330082,0,4,0,1,1,1
150,0.5,-0.19116050546115904,8.699514748210191,0,9,0,1,1,1
151,0.5,-0.5978370007556204,10.341742483467284,0,4,0,1,1,1
152,0.5,-0.01005033585350145,9.472704636443673,0,8,0,1,1,1
153,0.5,-0.01005033585350145,10.714417768752456,0,7,0,1,1,1
154,0.5,-0.12783337150988489,8.987196820661973,0,6,0,1,1,1
155,0.48,-0.6733445532637656,8.366370301681654,0,3,0,1,1,0
156,0.48,-0.6539264674066639,9.615805480084347,0,3,0,1,1,1
157,0.48,-0.1743533871447778,10.043249494911286,0,5,0,1,1,1
158,0.48,-0.616186139423817,9.0595174822416,0,3,0,1,1,1
159,0.45,-0.6733445532637656,8.294049640102028,0,3,0,1,1,0
160,0.45,-0.05129329438755058,10.085809109330082,0,9,0,1,1,1
161,0.45,-0.19116050546115904,10.043249494911286,0,6,0,1,1,1
162,0.45,-0.01005033585350145,9.581903928408666,0,8,0,1,1,1
163,0.45,-0.05129329438755058,10.203592144986466,0,10,0,1,1,1
164,0.45,-0.616186139423817,9.546812608597396,0,4,0,1,1,1
165,0.45,-0.616186139423817,6.214608098422191,0,4,0,1,1,0
166,0.45,-0.5978370007556204,6.907755278982137,0,4,0,1,1,1
167,0.42,-0.21072103131565253,10.645424897265505,0,6,0,1,1,1
168,0.42,-0.31471074483970024,9.392661928770137,0,7,0,1,1,1
169,0.4,-0.616186139423817,9.546812608597396,0,5,0,1,1,1
170,0.4,-0.18632957819149348,8.612503371220562,0,8,0,1,1,1
171,0.4,-0.5978370007556204,8.809862805379057,0,5,0,1,1,1
172,0.4,-0.4462871026284195,9.525151111816216,0,6,0,1,1,1
173,0.4,-0.6733445532637656,7.170119543449628,0,3,0,1,1,0
174,0.38,-0.3285040669720361,10.561007555452923,0,5,0,1,1,1
175,0.38,-0.2395270305647338,11.225243392518447,0,9,0,1,1,1
176,0.35,0.04879016416943204,10.308952660644293,0,9,0,1,1,1
177,0.35,-0.5621189181535413,10.085809109330082,0,4,0,1,1,0
178,0.35,-0.6539264674066639,9.852194258148577,0,6,0,1,1,0
179,0.31,0.04879016416943204,12.269047444691562,0,10,0,1,1,1
180,0.3,-0.6733445532637656,11.002099841204238,0,8,0,1,1,1
181,0.3,-0.7339691750802004,10.819778284410283,0,4,0,1,1,1
182,0.3,-0.5447271754416722,10.308952660644293,0,7,0,1,1,1
183,0.27,-0.7550225842780328,9.95227771670556,0,7,0,1,1,1
184,0.25,-0.2876820724517809,10.165851817003619,1,12,0,1,1,1
185,0.25,-0.5447271754416722,7.549609165154532,0,12,0,1,1,0
186,0.25,-0.6539264674066639,9.998797732340453,0,10,0,1,1,0
187,0.25,-0.6733445532637656,10.373491181781864,0,7,0,1,1,1
188,0.25,-0.5621189181535413,9.798127036878302,0,7,0,1,1,1
189,0.2,-0.5621189181535413,10.915088464214607,0,15,0,1,1,1
190,0.2,-0.2876820724517809,11.002099841204238,0,12,0,1,1,1
191,0.2,-0.5621189181535413,10.126631103850338,1,8,0,1,1,1
192,0.2,-0.2876820724517809,10.799575577092764,1,13,0,1,1,1
193,0.2,-0.4307829160924542,10.085809109330082,1,7,0,1,1,1
194,0.2,-0.2395270305647338,10.819778284410283,0,12,0,1,1,1
195,0.18,-1.1394342831883648,10.46310334047155,0,5,0,1,1,1
196,0.17,-0.6539264674066639,13.122363377404328,0,12,0,1,1,0
197,0.16,-0.6733445532637656,10.404262840448617,0,10,0,1,1,1
198,0.15,-0.5621189181535413,10.46310334047155,1,9,0,1,1,1
199,0.12,-0.5447271754416722,10.87804719253426,0,13,0,1,1,1
200,0.1,-0.2876820724517809,11.432073263077971,0,14,0,1,1,1
201,3.25,1.9154509415706047,10.968198289528557,1,10,1,0,0,1
202,4.4,1.7404661748405046,10.247077256926206,0,5,0,1,0,1
203,2.95,1.5260563034950492,10.88668898969291,0,9,0,1,0,1
204,2.75,1.4883995840570443,10.249980838867721,0,5,0,1,0,1
205,5.25,1.7404661748405046,8.158516244806831,1,4,0,1,0,1
206,5.75,1.9643112344262046,9.431802510507854,0,3,0,1,0,1
207,5.15,1.7404661748405046,10.457286455149985,0,5,0,1,0,0
208,7.9,2.0918640616783932,8.14177220465645,0,3,0,1,0,1
209,4.85,1.7404661748405046,9.958212452225375,0,5,1,0,0,1
210,3.1,1.5260563034950492,10.485004604424653,0,8,0,1,0,1
211,11.75,2.6939512767227085,10.681320491262715,0,5,1,0,0,1
212,11.25,2.6100697927420065,10.02884185368883,0,4,0,1,0,1
213,2.9,1.9154509415706047,10.361038973842623,0,9,0,1,0,1
214,5.25,1.7404661748405046,9.909171369004426,0,3,0,1,0,1
215,4.5,2.2407096892759584,10.494048144320972,0,8,0,1,0,1
216,2.9,1.4883995840570443,9.433483923290392,0,4,0,1,0,1
217,3.15,1.4883995840570443,9.615805480084347,0,4,0,1,0,1
218,6.45,2.2407096892759584,10.716149601597216,0,6,0,1,0,1
219,4.5,2.2407096892759584,10.491274217438248,0,8,0,1,0,1
220,3.5,1.4883995840570443,10.55810178337929,0,3,0,1,0,1
221,4.5,1.9154509415706047,10.373491181781864,0,7,0,1,0,0
222,6.0,2.028148247292285,11.259734992303722,0,6,1,0,0,1
223,8.25,2.2407096892759584,11.02485561999279,0,5,1,0,0,1
224,5.11,2.2407096892759584,10.496759147668817,0,7,0,1,0,0
225,2.7,1.5260563034950492,10.02202585845966,0,9,0,1,0,1
226,5.25,1.7404661748405046,10.11366743745848,0,5,0,1,0,1
227,2.55,1.4883995840570443,10.950806546816688,0,9,0,1,0,1
228,4.95,2.2407096892759584,11.002099841204238,0,8,1,0,0,1
229,3.1,1.9154509415706047,10.86153424265061,0,8,1,0,0,1
230,6.15,2.2407096892759584,10.714417768752456,0,7,1,0,0,1
231,9.25,2.2407096892759584,9.61587214452889,0,3,0,1,0,1
232,11.45,2.6939512767227085,9.464982590349763,0,5,0,1,0,0
233,3.9,1.7404661748405046,10.87804719253426,0,7,1,0,0,1
234,5.5,1.7404661748405046,8.410053315858335,0,5,0,1,0,1
235,9.1,2.2407096892759584,9.625161575008372,0,3,0,1,0,1
236,3.1,1.4883995840570443,9.37999875481674,0,4,0,1,0,1
237,11.25,2.6100697927420065,11.127262984158243,0,5,1,0,0,1
238,4.8,2.2407096892759584,11.006108462601597,0,7,0,1,0,1
239,2.0,1.4883995840570443,10.073610001873085,0,8,0,1,0,1
240,5.35,2.2407096892759584,10.383503391908588,0,8,1,0,0,1
241,4.75,1.9643112344262046,10.48754505050837,1,5,0,1,0,1
242,4.4,1.9643112344262046,10.4341158035983,0,6,0,1,0,1
243,6.25,2.028148247292285,8.85366542803745,0,4,0,1,0,1
244,5.95,2.2407096892759584,10.799575577092764,0,7,1,0,0,1
245,5.2,2.2407096892759584,11.170435156023453,0,8,1,0,0,1
246,3.75,1.9154509415706047,10.46310334047155,0,8,0,1,0,1
247,5.95,2.2407096892759584,10.491274217438248,0,5,0,1,0,1
248,4.0,1.5260563034950492,10.308952660644293,0,7,0,1,0,1
249,5.25,2.028148247292285,9.740968623038354,0,4,0,1,0,1
250,12.9,2.6100697927420065,10.489439201492518,0,4,1,0,0,1
251,5.0,2.2925347571405443,10.945547126244623,0,7,0,1,0,1
252,5.4,1.9198594718553708,10.355422675029144,0,5,0,1,0,0
253,7.2,2.2925347571405443,10.778956289890028,0,6,1,0,0,1
254,5.25,2.2925347571405443,10.90121079509082,0,7,0,1,0,1
255,3.0,1.6770965609079151,10.890702622746982,0,8,0,1,0,1
256,10.25,2.6100697927420065,10.810979690053934,0,4,0,1,0,1
257,8.5,2.6100697927420065,10.604702104173832,0,5,0,1,0,1
258,8.4,2.6100697927420065,10.126631103850338,0,5,0,1,0,1
259,3.9,1.9459101490553132,10.492773093561983,0,6,0,1,0,1
260,9.15,2.6100697927420065,10.282711349439065,0,4,0,1,0,1
261,5.5,1.7867469274045107,8.630521876723241,0,4,0,1,0,1
262,4.0,1.7578579175523736,10.597209567846916,0,5,0,1,0,1
263,6.6,2.0412203288596382,9.68046899341007,0,4,0,1,0,1
264,4.0,1.9459101490553132,10.59728452193757,0,5,0,1,0,1
265,6.5,2.163323025660538,9.961756460660103,0,3,0,1,0,1
266,3.65,1.9459101490553132,10.46310334047155,0,6,0,1,0,1
267,8.35,2.2407096892759584,9.874779388399384,0,4,1,0,0,1
268,4.8,1.7578579175523736,9.852194258148577,0,3,0,1,0,1
269,6.7,2.302585092994046,9.843100402521033,0,5,0,1,0,1
270,4.1,2.302585092994046,11.146791640825246,0,9,0,1,0,1
271,3.0,2.302585092994046,11.149973720211296,0,11,0,1,0,1
272,7.5,2.302585092994046,10.225571051705241,0,5,0,1,0,1
273,2.25,2.0149030205422647,11.021951486906838,0,10,0,1,0,1
274,5.3,1.916922612182061,9.711115659888671,0,6,0,1,0,1
275,10.9,2.6100697927420065,10.333742829451511,0,4,0,1,0,0
276,8.65,2.6100697927420065,10.118598932153073,0,5,0,1,0,1
277,9.7,2.6100697927420065,9.988747396486952,0,5,0,1,0,1
278,6.0,2.128231705849268,8.294049640102028,0,4,0,1,0,1
279,6.25,2.6100697927420065,10.599779782240146,0,6,0,1,0,1
280,5.25,1.7749523509116738,9.579487217410236,0,5,0,1,0,1
281,2.1,2.028148247292285,10.828856948343487,0,14,0,1,0,1
282,8.25,2.6390573296152584,11.05089000537367,0,6,1,0,0,1
283,8.99,2.468099531471619,9.106090350602384,0,4,0,1,0,1
284,3.5,1.7749523509116738,9.190137664658664,0,7,0,1,0,1
285,7.4,2.1400661634962708,9.61973109808682,0,4,0,1,0,0
286,5.65,2.066862759472976,10.260077492862155,0,4,0,1,0,1
287,5.75,2.0149030205422647,10.691944912900398,0,5,0,1,0,0
288,8.4,2.6100697927420065,10.4341158035983,0,5,0,1,0,1
289,10.11,2.6100697927420065,9.30383071506352,0,4,0,1,0,1
290,4.5,1.8562979903656263,9.852194258148577,0,6,0,1,0,1
291,5.4,1.8082887711792655,10.355422675029144,0,5,0,1,0,1
292,6.4,2.128231705849268,9.392661928770137,0,4,0,1,0,1
293,3.25,2.2925347571405443,10.545341438708522,0,10,0,1,0,1
294,3.75,1.916922612182061,10.404838432339576,0,6,0,1,0,1
295,8.55,2.5718485799218085,11.003365706325472,0,5,1,0,0,1
296,9.5,2.451005098112319,10.433762800123432,0,4,1,0,0,1
297,4.0,1.7749523509116738,11.002099841204238,0,5,0,1,0,1
298,3.35,2.3978952727983707,11.38434181206964,0,11,0,1,0,1
299,11.5,2.5257286443082556,9.104979856318357,0,3,1,0,0,1
300,5.3,1.7749523509116738,8.605936401250625,0,4,0,1,0,1
